image_st,labels,image_rgb,percentile
images_pr_paranagua_B10_raw_044_090.tif,labels_pr_paranagua_044_090.tif,images_pr_paranagua_044_090.tif,0
images_pr_guaratuba_B10_raw_15_06.tif,labels_pr_guaratuba_15_06.tif,images_pr_guaratuba_rgb_15_06.tif,3
images_pr_paranagua_B10_raw_031_086.tif,labels_pr_paranagua_031_086.tif,images_pr_paranagua_031_086.tif,1
images_pr_paranagua_B10_raw_014_057.tif,labels_pr_paranagua_014_057.tif,images_pr_paranagua_014_057.tif,0
images_pr_paranagua_B10_raw_035_024.tif,labels_pr_paranagua_035_024.tif,images_pr_paranagua_035_024.tif,2
images_pr_paranagua_B10_raw_053_006.tif,labels_pr_paranagua_053_006.tif,images_pr_paranagua_053_006.tif,0
images_pr_paranagua_B10_raw_043_066.tif,labels_pr_paranagua_043_066.tif,images_pr_paranagua_043_066.tif,1
images_pr_paranagua_B10_raw_060_061.tif,labels_pr_paranagua_060_061.tif,images_pr_paranagua_060_061.tif,1
images_pr_paranagua_B10_raw_049_049.tif,labels_pr_paranagua_049_049.tif,images_pr_paranagua_049_049.tif,1
images_pr_paranagua_B10_raw_032_104.tif,labels_pr_paranagua_032_104.tif,images_pr_paranagua_032_104.tif,0
images_pr_paranagua_B10_raw_038_058.tif,labels_pr_paranagua_038_058.tif,images_pr_paranagua_038_058.tif,0
images_pr_paranagua_B10_raw_038_015.tif,labels_pr_paranagua_038_015.tif,images_pr_paranagua_038_015.tif,0
images_pr_paranagua_B10_raw_034_099.tif,labels_pr_paranagua_034_099.tif,images_pr_paranagua_034_099.tif,1
images_pr_paranagua_B10_raw_021_110.tif,labels_pr_paranagua_021_110.tif,images_pr_paranagua_021_110.tif,3
images_pr_guaratuba_B10_raw_19_17.tif,labels_pr_guaratuba_19_17.tif,images_pr_guaratuba_rgb_19_17.tif,1
images_pr_paranagua_B10_raw_038_005.tif,labels_pr_paranagua_038_005.tif,images_pr_paranagua_038_005.tif,1
images_pr_paranagua_B10_raw_049_084.tif,labels_pr_paranagua_049_084.tif,images_pr_paranagua_049_084.tif,1
images_pr_paranagua_B10_raw_059_041.tif,labels_pr_paranagua_059_041.tif,images_pr_paranagua_059_041.tif,2
images_pr_paranagua_B10_raw_012_081.tif,labels_pr_paranagua_012_081.tif,images_pr_paranagua_012_081.tif,2
images_pr_guaratuba_B10_raw_05_22.tif,labels_pr_guaratuba_05_22.tif,images_pr_guaratuba_rgb_05_22.tif,3
images_pr_paranagua_B10_raw_058_051.tif,labels_pr_paranagua_058_051.tif,images_pr_paranagua_058_051.tif,0
images_pr_paranagua_B10_raw_008_079.tif,labels_pr_paranagua_008_079.tif,images_pr_paranagua_008_079.tif,0
images_pr_paranagua_B10_raw_056_021.tif,labels_pr_paranagua_056_021.tif,images_pr_paranagua_056_021.tif,1
images_pr_guaratuba_B10_raw_08_21.tif,labels_pr_guaratuba_08_21.tif,images_pr_guaratuba_rgb_08_21.tif,3
images_pr_paranagua_B10_raw_070_052.tif,labels_pr_paranagua_070_052.tif,images_pr_paranagua_070_052.tif,3
images_pr_paranagua_B10_raw_035_058.tif,labels_pr_paranagua_035_058.tif,images_pr_paranagua_035_058.tif,2
images_pr_guaratuba_B10_raw_06_15.tif,labels_pr_guaratuba_06_15.tif,images_pr_guaratuba_rgb_06_15.tif,3
images_pr_paranagua_B10_raw_032_103.tif,labels_pr_paranagua_032_103.tif,images_pr_paranagua_032_103.tif,0
images_pr_paranagua_B10_raw_062_029.tif,labels_pr_paranagua_062_029.tif,images_pr_paranagua_062_029.tif,0
images_pr_paranagua_B10_raw_030_063.tif,labels_pr_paranagua_030_063.tif,images_pr_paranagua_030_063.tif,0
images_pr_paranagua_B10_raw_048_051.tif,labels_pr_paranagua_048_051.tif,images_pr_paranagua_048_051.tif,0
images_pr_paranagua_B10_raw_039_086.tif,labels_pr_paranagua_039_086.tif,images_pr_paranagua_039_086.tif,2
images_pr_paranagua_B10_raw_030_092.tif,labels_pr_paranagua_030_092.tif,images_pr_paranagua_030_092.tif,0
images_pr_paranagua_B10_raw_059_025.tif,labels_pr_paranagua_059_025.tif,images_pr_paranagua_059_025.tif,2
images_pr_paranagua_B10_raw_019_091.tif,labels_pr_paranagua_019_091.tif,images_pr_paranagua_019_091.tif,3
images_pr_paranagua_B10_raw_034_059.tif,labels_pr_paranagua_034_059.tif,images_pr_paranagua_034_059.tif,0
images_pr_paranagua_B10_raw_033_083.tif,labels_pr_paranagua_033_083.tif,images_pr_paranagua_033_083.tif,1
images_pr_paranagua_B10_raw_059_016.tif,labels_pr_paranagua_059_016.tif,images_pr_paranagua_059_016.tif,1
images_pr_guaratuba_B10_raw_11_26.tif,labels_pr_guaratuba_11_26.tif,images_pr_guaratuba_rgb_11_26.tif,0
images_pr_paranagua_B10_raw_011_065.tif,labels_pr_paranagua_011_065.tif,images_pr_paranagua_011_065.tif,3
images_pr_guaratuba_B10_raw_14_02.tif,labels_pr_guaratuba_14_02.tif,images_pr_guaratuba_rgb_14_02.tif,2
images_pr_guaratuba_B10_raw_10_03.tif,labels_pr_guaratuba_10_03.tif,images_pr_guaratuba_rgb_10_03.tif,3
images_pr_paranagua_B10_raw_050_099.tif,labels_pr_paranagua_050_099.tif,images_pr_paranagua_050_099.tif,2
images_pr_paranagua_B10_raw_018_114.tif,labels_pr_paranagua_018_114.tif,images_pr_paranagua_018_114.tif,3
images_pr_guaratuba_B10_raw_21_15.tif,labels_pr_guaratuba_21_15.tif,images_pr_guaratuba_rgb_21_15.tif,2
images_pr_paranagua_B10_raw_046_083.tif,labels_pr_paranagua_046_083.tif,images_pr_paranagua_046_083.tif,3
images_pr_paranagua_B10_raw_049_083.tif,labels_pr_paranagua_049_083.tif,images_pr_paranagua_049_083.tif,3
images_pr_guaratuba_B10_raw_03_23.tif,labels_pr_guaratuba_03_23.tif,images_pr_guaratuba_rgb_03_23.tif,1
images_pr_guaratuba_B10_raw_19_16.tif,labels_pr_guaratuba_19_16.tif,images_pr_guaratuba_rgb_19_16.tif,0
images_pr_paranagua_B10_raw_062_033.tif,labels_pr_paranagua_062_033.tif,images_pr_paranagua_062_033.tif,2
images_pr_guaratuba_B10_raw_09_03.tif,labels_pr_guaratuba_09_03.tif,images_pr_guaratuba_rgb_09_03.tif,3
images_pr_paranagua_B10_raw_039_016.tif,labels_pr_paranagua_039_016.tif,images_pr_paranagua_039_016.tif,2
images_pr_guaratuba_B10_raw_07_23.tif,labels_pr_guaratuba_07_23.tif,images_pr_guaratuba_rgb_07_23.tif,2
images_pr_paranagua_B10_raw_020_099.tif,labels_pr_paranagua_020_099.tif,images_pr_paranagua_020_099.tif,2
images_pr_paranagua_B10_raw_023_086.tif,labels_pr_paranagua_023_086.tif,images_pr_paranagua_023_086.tif,0
images_pr_paranagua_B10_raw_047_052.tif,labels_pr_paranagua_047_052.tif,images_pr_paranagua_047_052.tif,1
images_pr_paranagua_B10_raw_012_078.tif,labels_pr_paranagua_012_078.tif,images_pr_paranagua_012_078.tif,2
images_pr_paranagua_B10_raw_055_011.tif,labels_pr_paranagua_055_011.tif,images_pr_paranagua_055_011.tif,1
images_pr_paranagua_B10_raw_050_049.tif,labels_pr_paranagua_050_049.tif,images_pr_paranagua_050_049.tif,0
images_pr_paranagua_B10_raw_015_068.tif,labels_pr_paranagua_015_068.tif,images_pr_paranagua_015_068.tif,0
images_pr_paranagua_B10_raw_030_090.tif,labels_pr_paranagua_030_090.tif,images_pr_paranagua_030_090.tif,2
images_pr_paranagua_B10_raw_029_089.tif,labels_pr_paranagua_029_089.tif,images_pr_paranagua_029_089.tif,3
images_pr_guaratuba_B10_raw_21_16.tif,labels_pr_guaratuba_21_16.tif,images_pr_guaratuba_rgb_21_16.tif,2
images_pr_paranagua_B10_raw_031_011.tif,labels_pr_paranagua_031_011.tif,images_pr_paranagua_031_011.tif,0
images_pr_paranagua_B10_raw_021_114.tif,labels_pr_paranagua_021_114.tif,images_pr_paranagua_021_114.tif,1
images_pr_guaratuba_B10_raw_25_21.tif,labels_pr_guaratuba_25_21.tif,images_pr_guaratuba_rgb_25_21.tif,1
images_pr_paranagua_B10_raw_052_012.tif,labels_pr_paranagua_052_012.tif,images_pr_paranagua_052_012.tif,2
images_pr_paranagua_B10_raw_018_072.tif,labels_pr_paranagua_018_072.tif,images_pr_paranagua_018_072.tif,3
images_pr_paranagua_B10_raw_054_014.tif,labels_pr_paranagua_054_014.tif,images_pr_paranagua_054_014.tif,2
images_pr_paranagua_B10_raw_028_017.tif,labels_pr_paranagua_028_017.tif,images_pr_paranagua_028_017.tif,0
images_pr_paranagua_B10_raw_026_015.tif,labels_pr_paranagua_026_015.tif,images_pr_paranagua_026_015.tif,0
images_pr_guaratuba_B10_raw_07_24.tif,labels_pr_guaratuba_07_24.tif,images_pr_guaratuba_rgb_07_24.tif,3
images_pr_guaratuba_B10_raw_10_09.tif,labels_pr_guaratuba_10_09.tif,images_pr_guaratuba_rgb_10_09.tif,2
images_pr_guaratuba_B10_raw_03_17.tif,labels_pr_guaratuba_03_17.tif,images_pr_guaratuba_rgb_03_17.tif,2
